state,county,per_100000_population,gender,race,location,latitude_longitude
al,randolph county,433.0,female,overall,1111,33302268 8545696
al,russell county,301.4,female,overall,1113,32294434 85183533
al,st clair county,344.7,female,overall,1115,33714796 86317073
al,shelby county,255.6,female,overall,1117,33272349 86662124
al,sumter county,414.4,female,overall,1119,32592159 88198779
al,talladega county,421.3,female,overall,1121,3338655 86165729
al,tallapoosa county,353.1,female,overall,1123,32870228 85796142
al,tuscaloosa county,316.1,female,overall,1125,33297694 87520245
al,walker county,556.1,female,overall,1127,33808663 87297984
al,washington county,410.8,female,overall,1129,31414015 88206517
al,wilcox county,653.7,female,overall,1131,31997603 87309377
al,winston county,419.6,female,overall,1133,34155045 87372984
al,autauga county,427.8,overall,white,1001,32540743 86642658
al,baldwin county,385.8,overall,white,1003,3074338 87725037
al,barbour county,437.3,overall,white,1005,31875526 85392733
al,bibb county,415.1,overall,white,1007,32999586 87128286
al,blount county,424.6,overall,white,1009,339833 86566107
al,bullock county,390.1,overall,white,1011,32105445 85716374
al,butler county,472.8,overall,white,1013,31756743 86685543
al,calhoun county,585.5,overall,white,1015,33776116 85827265
al,chambers county,361.1,overall,white,1017,32918605 85389755
al,cherokee county,492.7,overall,white,1019,34175592 8560109
al,chilton county,546.6,overall,white,1021,3285542 86717847
al,choctaw county,485.4,overall,white,1023,32023039 88263625
al,clarke county,408.9,overall,white,1025,31685276 87828202
al,clay county,540.1,overall,white,1027,33275512 85861243
al,cleburne county,542.8,overall,white,1029,33676437 85521058
al,coffee county,413.0,overall,white,1031,31408678 85987616
al,colbert county,559.7,overall,white,1033,34700954 87805794
al,conecuh county,476.9,overall,white,1035,31436316 86992084
al,coosa county,419.3,overall,white,1037,32940608 86246358
al,covington county,482.3,overall,white,1039,31249891 86449316
al,crenshaw county,467.8,overall,white,1041,31738498 86315231
al,cullman county,442.1,overall,white,1043,34135642 86864859
al,dale county,435.1,overall,white,1045,31437921 85612525
al,dallas county,502.2,overall,white,1047,32331714 87103947
al,dekalb county,563.8,overall,white,1049,34462067 85803144
al,elmore county,472.4,overall,white,1051,32599774 86150224
al,escambia county,454.7,overall,white,1053,31133221 87162551
al,etowah county,555.7,overall,white,1055,34048713 86037592
al,fayette county,469.3,overall,white,1057,33726047 87737656
al,franklin county,545.3,overall,white,1059,34445544 87843784
al,geneva county,451.0,overall,white,1061,31100302 85833243
al,greene county,393.7,overall,white,1063,32861522 879517
al,hale county,419.9,overall,white,1065,32769973 87626815
al,henry county,397.4,overall,white,1067,31528365 85241061
al,houston county,357.3,overall,white,1069,31163114 85295081
al,jackson county,522.1,overall,white,1071,34784419 85993741
al,jefferson county,355.0,overall,white,1073,33558145 86898116
al,lamar county,488.4,overall,white,1075,3378226 88094104
al,lauderdale county,388.0,overall,white,1077,34905347 87644897
al,lawrence county,534.7,overall,white,1079,34524888 87309085
al,lee county,352.3,overall,white,1081,32605632 85354778
al,limestone county,468.8,overall,white,1083,34816826 86981625
al,lowndes county,381.9,overall,white,1085,32160667 86649084
al,macon county,423.1,overall,white,1087,32393582 8569193
al,madison county,395.0,overall,white,1089,34765116 86548305
al,marengo county,496.6,overall,white,1091,32252503 87787786
al,marion county,583.7,overall,white,1093,34140618 87885921
al,marshall county,520.3,overall,white,1095,34373461 86301726
al,mobile county,443.0,overall,white,1097,30801931 88209318
al,monroe county,387.7,overall,white,1099,3157641 87363884
al,montgomery county,353.8,overall,white,1101,3222779 86207305
al,morgan county,476.5,overall,white,1103,3445678 86853086
al,perry county,508.0,overall,white,1105,32640101 87292576
al,pickens county,432.1,overall,white,1107,33285701 88089005
al,pike county,404.2,overall,white,1109,31809652 8594098
al,randolph county,536.2,overall,white,1111,33302268 8545696
al,russell county,369.7,overall,white,1113,32294434 85183533
al,st clair county,441.1,overall,white,1115,33714796 86317073
al,shelby county,310.9,overall,white,1117,33272349 86662124
al,sumter county,451.0,overall,white,1119,32592159 88198779
al,talladega county,439.2,overall,white,1121,3338655 86165729
al,tallapoosa county,414.6,overall,white,1123,32870228 85796142
al,tuscaloosa county,395.4,overall,white,1125,33297694 87520245
al,walker county,687.5,overall,white,1127,33808663 87297984
al,washington county,491.2,overall,white,1129,31414015 88206517
al,wilcox county,478.4,overall,white,1131,31997603 87309377
al,winston county,450.8,overall,white,1133,34155045 87372984
al,autauga county,518.0,male,white,1001,32540743 86642658
al,baldwin county,481.0,male,white,1003,3074338 87725037
al,barbour county,521.8,male,white,1005,31875526 85392733
al,bibb county,526.5,male,white,1007,32999586 87128286
al,blount county,517.4,male,white,1009,339833 86566107
al,bullock county,484.8,male,white,1011,32105445 85716374
al,butler county,612.6,male,white,1013,31756743 86685543
al,calhoun county,729.2,male,white,1015,33776116 85827265
al,chambers county,442.7,male,white,1017,32918605 85389755
al,cherokee county,603.5,male,white,1019,34175592 8560109
al,chilton county,632.2,male,white,1021,3285542 86717847
al,choctaw county,627.1,male,white,1023,32023039 88263625
al,clarke county,509.9,male,white,1025,31685276 87828202
al,clay county,598.6,male,white,1027,33275512 85861243
al,cleburne county,646.6,male,white,1029,33676437 85521058
al,coffee county,539.7,male,white,1031,31408678 85987616
al,colbert county,697.1,male,white,1033,34700954 87805794
al,conecuh county,601.6,male,white,1035,31436316 86992084
al,coosa county,508.3,male,white,1037,32940608 86246358
al,covington county,644.5,male,white,1039,31249891 86449316
al,crenshaw county,649.3,male,white,1041,31738498 86315231
al,cullman county,478.9,male,white,1043,34135642 86864859
al,dale county,546.6,male,white,1045,31437921 85612525
al,dallas county,625.5,male,white,1047,32331714 87103947
al,dekalb county,703.1,male,white,1049,34462067 85803144
al,elmore county,570.3,male,white,1051,32599774 86150224
al,escambia county,548.1,male,white,1053,31133221 87162551
al,etowah county,711.7,male,white,1055,34048713 86037592
al,fayette county,621.2,male,white,1057,33726047 87737656
al,franklin county,678.5,male,white,1059,34445544 87843784
al,geneva county,597.1,male,white,1061,31100302 85833243
al,greene county,539.0,male,white,1063,32861522 879517
al,hale county,543.0,male,white,1065,32769973 87626815
al,henry county,522.8,male,white,1067,31528365 85241061
al,houston county,453.4,male,white,1069,31163114 85295081
al,jackson county,645.8,male,white,1071,34784419 85993741
al,jefferson county,461.2,male,white,1073,33558145 86898116
al,lamar county,605.6,male,white,1075,3378226 88094104
al,lauderdale county,472.9,male,white,1077,34905347 87644897
al,lawrence county,621.7,male,white,1079,34524888 87309085
al,lee county,429.3,male,white,1081,32605632 85354778
al,limestone county,568.5,male,white,1083,34816826 86981625
al,lowndes county,483.7,male,white,1085,32160667 86649084
al,macon county,508.4,male,white,1087,32393582 8569193
al,madison county,485.8,male,white,1089,34765116 86548305
al,marengo county,570.0,male,white,1091,32252503 87787786
al,marion county,684.7,male,white,1093,34140618 87885921
al,marshall county,659.7,male,white,1095,34373461 86301726
al,mobile county,560.7,male,white,1097,30801931 88209318
al,monroe county,499.0,male,white,1099,3157641 87363884
al,montgomery county,475.3,male,white,1101,3222779 86207305
al,morgan county,570.8,male,white,1103,3445678 86853086
al,perry county,624.3,male,white,1105,32640101 87292576
al,pickens county,547.8,male,white,1107,33285701 88089005
al,pike county,497.0,male,white,1109,31809652 8594098
al,randolph county,658.5,male,white,1111,33302268 8545696
al,russell county,479.0,male,white,1113,32294434 85183533
al,st clair county,567.4,male,white,1115,33714796 86317073
al,shelby county,385.7,male,white,1117,33272349 86662124
al,sumter county,624.2,male,white,1119,32592159 88198779
al,talladega county,485.5,male,white,1121,3338655 86165729
al,tallapoosa county,488.6,male,white,1123,32870228 85796142
al,tuscaloosa county,536.5,male,white,1125,33297694 87520245
al,walker county,783.4,male,white,1127,33808663 87297984
al,washington county,588.9,male,white,1129,31414015 88206517
al,wilcox county,576.7,male,white,1131,31997603 87309377
al,winston county,483.7,male,white,1133,34155045 87372984
al,autauga county,354.1,female,white,1001,32540743 86642658
al,baldwin county,307.1,female,white,1003,3074338 87725037
al,barbour county,333.7,female,white,1005,31875526 85392733
al,bibb county,311.6,female,white,1007,32999586 87128286
al,blount county,339.9,female,white,1009,339833 86566107
al,bullock county,305.1,female,white,1011,32105445 85716374
al,butler county,370.0,female,white,1013,31756743 86685543
al,calhoun county,464.5,female,white,1015,33776116 85827265
al,chambers county,298.8,female,white,1017,32918605 85389755
al,cherokee county,423.1,female,white,1019,34175592 8560109
al,chilton county,448.3,female,white,1021,3285542 86717847
al,choctaw county,394.2,female,white,1023,32023039 88263625
al,clarke county,321.4,female,white,1025,31685276 87828202
al,clay county,446.9,female,white,1027,33275512 85861243
al,cleburne county,440.6,female,white,1029,33676437 85521058
al,coffee county,341.9,female,white,1031,31408678 85987616
al,colbert county,437.2,female,white,1033,34700954 87805794
al,conecuh county,374.1,female,white,1035,31436316 86992084
al,coosa county,334.6,female,white,1037,32940608 86246358
al,covington county,348.6,female,white,1039,31249891 86449316
al,crenshaw county,333.6,female,white,1041,31738498 86315231
al,cullman county,403.0,female,white,1043,34135642 86864859
al,dale county,323.8,female,white,1045,31437921 85612525
al,dallas county,403.6,female,white,1047,32331714 87103947
al,dekalb county,443.3,female,white,1049,34462067 85803144
al,elmore county,382.1,female,white,1051,32599774 86150224
al,escambia county,339.2,female,white,1053,31133221 87162551
al,etowah county,436.3,female,white,1055,34048713 86037592
al,fayette county,351.7,female,white,1057,33726047 87737656
al,franklin county,438.5,female,white,1059,34445544 87843784
al,geneva county,326.7,female,white,1061,31100302 85833243
al,greene county,294.1,female,white,1063,32861522 879517
al,hale county,351.6,female,white,1065,32769973 87626815
al,henry county,311.7,female,white,1067,31528365 85241061
al,houston county,304.0,female,white,1069,31163114 85295081
al,jackson county,408.6,female,white,1071,34784419 85993741
al,jefferson county,279.8,female,white,1073,33558145 86898116
al,lamar county,394.7,female,white,1075,3378226 88094104
al,lauderdale county,328.8,female,white,1077,34905347 87644897
al,lawrence county,421.9,female,white,1079,34524888 87309085
al,lee county,290.5,female,white,1081,32605632 85354778
al,limestone county,383.4,female,white,1083,34816826 86981625
al,lowndes county,317.8,female,white,1085,32160667 86649084
al,macon county,315.2,female,white,1087,32393582 8569193
al,madison county,325.3,female,white,1089,34765116 86548305
al,marengo county,400.3,female,white,1091,32252503 87787786
al,marion county,488.5,female,white,1093,34140618 87885921
al,marshall county,407.4,female,white,1095,34373461 86301726
al,mobile county,350.1,female,white,1097,30801931 88209318
al,monroe county,305.2,female,white,1099,3157641 87363884
al,montgomery county,266.8,female,white,1101,3222779 86207305
al,morgan county,395.6,female,white,1103,3445678 86853086
al,perry county,417.2,female,white,1105,32640101 87292576
al,pickens county,317.9,female,white,1107,33285701 88089005
al,pike county,326.9,female,white,1109,31809652 8594098
al,randolph county,409.9,female,white,1111,33302268 8545696
al,russell county,298.6,female,white,1113,32294434 85183533
al,st clair county,340.7,female,white,1115,33714796 86317073
al,shelby county,254.5,female,white,1117,33272349 86662124
al,sumter county,365.9,female,white,1119,32592159 88198779
al,talladega county,392.7,female,white,1121,3338655 86165729
al,tallapoosa county,345.2,female,white,1123,32870228 85796142
al,tuscaloosa county,285.6,female,white,1125,33297694 87520245
al,walker county,580.4,female,white,1127,33808663 87297984
al,washington county,376.0,female,white,1129,31414015 88206517
al,wilcox county,390.3,female,white,1131,31997603 87309377
al,winston county,428.7,female,white,1133,34155045 87372984
al,autauga county,442.6,overall,black,1001,32540743 86642658
al,baldwin county,427.7,overall,black,1003,3074338 87725037
al,barbour county,547.0,overall,black,1005,31875526 85392733
al,bibb county,466.8,overall,black,1007,32999586 87128286
al,blount county,439.8,overall,black,1009,339833 86566107
al,bullock county,461.8,overall,black,1011,32105445 85716374
al,butler county,435.5,overall,black,1013,31756743 86685543
al,calhoun county,597.5,overall,black,1015,33776116 85827265
al,chambers county,489.7,overall,black,1017,32918605 85389755
al,cherokee county,570.0,overall,black,1019,34175592 8560109
al,chilton county,508.6,overall,black,1021,3285542 86717847
al,choctaw county,639.3,overall,black,1023,32023039 88263625
al,clarke county,536.7,overall,black,1025,31685276 87828202
al,clay county,601.6,overall,black,1027,33275512 85861243
al,cleburne county,594.2,overall,black,1029,33676437 85521058
al,coffee county,528.4,overall,black,1031,31408678 85987616
al,colbert county,464.1,overall,black,1033,34700954 87805794
al,conecuh county,490.4,overall,black,1035,31436316 86992084
al,coosa county,544.6,overall,black,1037,32940608 86246358
al,covington county,580.6,overall,black,1039,31249891 86449316
al,crenshaw county,471.8,overall,black,1041,31738498 86315231
al,cullman county,516.4,overall,black,1043,34135642 86864859
al,dale county,488.0,overall,black,1045,31437921 85612525
al,dallas county,642.5,overall,black,1047,32331714 87103947
al,dekalb county,539.0,overall,black,1049,34462067 85803144
al,elmore county,387.4,overall,black,1051,32599774 86150224
al,escambia county,445.0,overall,black,1053,31133221 87162551
al,etowah county,589.7,overall,black,1055,34048713 86037592
al,fayette county,492.2,overall,black,1057,33726047 87737656
al,franklin county,450.0,overall,black,1059,34445544 87843784
al,geneva county,448.4,overall,black,1061,31100302 85833243
al,greene county,553.2,overall,black,1063,32861522 879517
al,hale county,537.8,overall,black,1065,32769973 87626815
al,henry county,489.3,overall,black,1067,31528365 85241061
al,houston county,445.9,overall,black,1069,31163114 85295081
al,jackson county,469.8,overall,black,1071,34784419 85993741
al,jefferson county,430.7,overall,black,1073,33558145 86898116
al,lamar county,409.7,overall,black,1075,3378226 88094104
al,lauderdale county,468.4,overall,black,1077,34905347 87644897
al,lawrence county,457.7,overall,black,1079,34524888 87309085
al,lee county,476.8,overall,black,1081,32605632 85354778
al,limestone county,428.9,overall,black,1083,34816826 86981625
al,lowndes county,499.3,overall,black,1085,32160667 86649084
al,macon county,614.5,overall,black,1087,32393582 8569193
al,madison county,426.5,overall,black,1089,34765116 86548305
al,marengo county,611.6,overall,black,1091,32252503 87787786
al,marion county,470.6,overall,black,1093,34140618 87885921
al,marshall county,548.0,overall,black,1095,34373461 86301726
al,mobile county,473.0,overall,black,1097,30801931 88209318
al,monroe county,456.5,overall,black,1099,3157641 87363884
al,montgomery county,371.8,overall,black,1101,3222779 86207305
al,morgan county,471.4,overall,black,1103,3445678 86853086
al,perry county,608.1,overall,black,1105,32640101 87292576
al,pickens county,503.8,overall,black,1107,33285701 88089005
al,pike county,484.1,overall,black,1109,31809652 8594098
al,randolph county,613.8,overall,black,1111,33302268 8545696
al,russell county,354.7,overall,black,1113,32294434 85183533
al,st clair county,529.3,overall,black,1115,33714796 86317073
al,shelby county,356.3,overall,black,1117,33272349 86662124
al,sumter county,505.0,overall,black,1119,32592159 88198779
al,talladega county,577.9,overall,black,1121,3338655 86165729
al,tallapoosa county,532.3,overall,black,1123,32870228 85796142
al,tuscaloosa county,477.5,overall,black,1125,33297694 87520245
al,walker county,446.4,overall,black,1127,33808663 87297984
al,washington county,524.5,overall,black,1129,31414015 88206517
al,wilcox county,450.0,overall,black,1131,31997603 87309377
al,winston county,486.9,overall,black,1133,34155045 87372984
al,autauga county,626.3,male,black,1001,32540743 86642658
al,baldwin county,553.7,male,black,1003,3074338 87725037
al,barbour county,820.0,male,black,1005,31875526 85392733
al,bibb county,612.4,male,black,1007,32999586 87128286
al,blount county,569.7,male,black,1009,339833 86566107
al,bullock county,550.2,male,black,1011,32105445 85716374
al,butler county,453.1,male,black,1013,31756743 86685543
al,calhoun county,759.6,male,black,1015,33776116 85827265
al,chambers county,717.7,male,black,1017,32918605 85389755
al,cherokee county,758.5,male,black,1019,34175592 8560109
al,chilton county,670.9,male,black,1021,3285542 86717847
al,choctaw county,853.3,male,black,1023,32023039 88263625
al,clarke county,772.9,male,black,1025,31685276 87828202
al,clay county,686.4,male,black,1027,33275512 85861243
al,cleburne county,759.3,male,black,1029,33676437 85521058
al,coffee county,566.0,male,black,1031,31408678 85987616
al,colbert county,568.7,male,black,1033,34700954 87805794
al,conecuh county,566.6,male,black,1035,31436316 86992084
al,coosa county,701.6,male,black,1037,32940608 86246358
al,covington county,576.9,male,black,1039,31249891 86449316
al,crenshaw county,549.2,male,black,1041,31738498 86315231
al,cullman county,735.4,male,black,1043,34135642 86864859
al,dale county,673.5,male,black,1045,31437921 85612525
al,dallas county,734.7,male,black,1047,32331714 87103947
al,dekalb county,692.4,male,black,1049,34462067 85803144
al,elmore county,550.0,male,black,1051,32599774 86150224
al,escambia county,528.9,male,black,1053,31133221 87162551
al,etowah county,754.5,male,black,1055,34048713 86037592
al,fayette county,616.9,male,black,1057,33726047 87737656
al,franklin county,552.4,male,black,1059,34445544 87843784
al,geneva county,471.5,male,black,1061,31100302 85833243
al,greene county,801.4,male,black,1063,32861522 879517
al,hale county,736.2,male,black,1065,32769973 87626815
al,henry county,617.6,male,black,1067,31528365 85241061
al,houston county,474.5,male,black,1069,31163114 85295081
al,jackson county,534.9,male,black,1071,34784419 85993741
al,jefferson county,550.1,male,black,1073,33558145 86898116
al,lamar county,507.1,male,black,1075,3378226 88094104
al,lauderdale county,612.8,male,black,1077,34905347 87644897
al,lawrence county,594.3,male,black,1079,34524888 87309085
al,lee county,671.0,male,black,1081,32605632 85354778
al,limestone county,532.2,male,black,1083,34816826 86981625
al,lowndes county,541.2,male,black,1085,32160667 86649084
al,macon county,846.1,male,black,1087,32393582 8569193
al,madison county,514.9,male,black,1089,34765116 86548305
al,marengo county,729.5,male,black,1091,32252503 87787786
al,marion county,651.6,male,black,1093,34140618 87885921
al,marshall county,632.1,male,black,1095,34373461 86301726
al,mobile county,615.5,male,black,1097,30801931 88209318
al,monroe county,460.3,male,black,1099,3157641 87363884
al,montgomery county,484.9,male,black,1101,3222779 86207305
al,morgan county,701.4,male,black,1103,3445678 86853086
al,perry county,745.1,male,black,1105,32640101 87292576
al,pickens county,625.4,male,black,1107,33285701 88089005
al,pike county,505.0,male,black,1109,31809652 8594098
al,randolph county,812.2,male,black,1111,33302268 8545696
al,russell county,380.2,male,black,1113,32294434 85183533
al,st clair county,656.5,male,black,1115,33714796 86317073
al,shelby county,453.9,male,black,1117,33272349 86662124
al,sumter county,597.2,male,black,1119,32592159 88198779
al,talladega county,595.0,male,black,1121,3338655 86165729
al,tallapoosa county,712.7,male,black,1123,32870228 85796142
al,tuscaloosa county,597.3,male,black,1125,33297694 87520245
al,walker county,560.9,male,black,1127,33808663 87297984
al,washington county,629.3,male,black,1129,31414015 88206517
al,wilcox county,450.0,male,black,1131,31997603 87309377
al,winston county,603.7,male,black,1133,34155045 87372984
al,autauga county,290.7,female,black,1001,32540743 86642658
al,baldwin county,343.8,female,black,1003,3074338 87725037
al,barbour county,379.0,female,black,1005,31875526 85392733
al,bibb county,359.4,female,black,1007,32999586 87128286
al,blount county,355.9,female,black,1009,339833 86566107
al,bullock county,364.6,female,black,1011,32105445 85716374
al,butler county,430.1,female,black,1013,31756743 86685543
al,calhoun county,517.3,female,black,1015,33776116 85827265
al,chambers county,389.1,female,black,1017,32918605 85389755
al,cherokee county,459.2,female,black,1019,34175592 8560109
al,chilton county,373.0,female,black,1021,3285542 86717847
al,choctaw county,511.0,female,black,1023,32023039 88263625
al,clarke county,394.0,female,black,1025,31685276 87828202
al,clay county,506.8,female,black,1027,33275512 85861243
al,cleburne county,500.3,female,black,1029,33676437 85521058
al,coffee county,463.0,female,black,1031,31408678 85987616
al,colbert county,389.3,female,black,1033,34700954 87805794
al,conecuh county,432.9,female,black,1035,31436316 86992084
al,coosa county,386.9,female,black,1037,32940608 86246358
al,covington county,488.2,female,black,1039,31249891 86449316
al,crenshaw county,335.0,female,black,1041,31738498 86315231
al,cullman county,382.7,female,black,1043,34135642 86864859
al,dale county,427.5,female,black,1045,31437921 85612525
al,dallas county,540.2,female,black,1047,32331714 87103947
al,dekalb county,506.5,female,black,1049,34462067 85803144
al,elmore county,308.3,female,black,1051,32599774 86150224
al,escambia county,355.6,female,black,1053,31133221 87162551
al,etowah county,499.4,female,black,1055,34048713 86037592
al,fayette county,394.7,female,black,1057,33726047 87737656
al,franklin county,374.9,female,black,1059,34445544 87843784
al,geneva county,441.1,female,black,1061,31100302 85833243
al,greene county,415.5,female,black,1063,32861522 879517
al,hale county,428.1,female,black,1065,32769973 87626815
al,henry county,412.6,female,black,1067,31528365 85241061
al,houston county,398.6,female,black,1069,31163114 85295081
al,jackson county,389.9,female,black,1071,34784419 85993741
al,jefferson county,352.4,female,black,1073,33558145 86898116
al,lamar county,332.5,female,black,1075,3378226 88094104
al,lauderdale county,387.7,female,black,1077,34905347 87644897
al,lawrence county,356.7,female,black,1079,34524888 87309085
al,lee county,381.7,female,black,1081,32605632 85354778
